UF_id;UF;Nome_UF;Nome_Microrregiao;Codigo Municipio Completo;Nome_Municipio;Codigo de Distrito Completo;Nome_Distrito;;;;
21;MA;Maranhao;Gurupi;2105658;Junco do Maranhao;210565805;Junco do Maranhao;;;;
21;MA;Maranhao;Pindare;2105708;Lago da Pedra;210570805;Lago da Pedra;;;;
21;MA;Maranhao;Medio Mearim;2105807;Lago do Junco;210580705;Lago do Junco;;;;
21;MA;Maranhao;Medio Mearim;2105948;Lago dos Rodrigues;210594805;Lago dos Rodrigues;;;;
21;MA;Maranhao;Medio Mearim;2105906;Lago Verde;210590605;Lago Verde;;;;
21;MA;Maranhao;Chapadas do Alto Itapecuru;2105922;Lagoa do Mato;210592205;Lagoa do Mato;;;;
21;MA;Maranhao;Pindare;2105963;Lagoa Grande do Maranhao;210596305;Lagoa Grande do Maranhao;;;;
21;MA;Maranhao;Imperatriz;2105989;Lajeado Novo;210598905;Lajeado Novo;;;;
21;MA;Maranhao;Medio Mearim;2106003;Lima Campos;210600305;Lima Campos;;;;
21;MA;Maranhao;Chapadas das Mangabeiras;2106102;Loreto;210610205;Loreto;;;;
21;MA;Maranhao;Gurupi;2106201;Luis Domingues;210620105;Luis Domingues;;;;
21;MA;Maranhao;Baixo Parnaiba Maranhense;2106300;Magalhaes de Almeida;210630005;Magalhaes de Almeida;;;;
21;MA;Maranhao;Baixo Parnaiba Maranhense;2106300;Magalhaes de Almeida;210630010;Custodio Lima;;;;
21;MA;Maranhao;Gurupi;2106326;Maracacume;210632605;Maracacume;;;;
21;MA;Maranhao;Pindare;2106359;Maraja do Sena;210635905;Maraja do Sena;;;;
21;MA;Maranhao;Gurupi;2106375;Maranhaozinho;210637505;Maranhaozinho;;;;
21;MA;Maranhao;Chapadinha;2106409;Mata Roma;210640905;Mata Roma;;;;
21;MA;Maranhao;Baixada Maranhense;2106508;Matinha;210650805;Matinha;;;;
21;MA;Maranhao;Caxias;2106607;Matoes;210660705;Matoes;;;;
21;MA;Maranhao;Itapecuru Mirim;2106631;Matoes do Norte;210663105;Matoes do Norte;;;;
21;MA;Maranhao;Chapadinha;2106672;Milagres do Maranhao;210667205;Milagres do Maranhao;;;;
21;MA;Maranhao;Chapadas do Alto Itapecuru;2106706;Mirador;210670605;Mirador;;;;
21;MA;Maranhao;Chapadas do Alto Itapecuru;2106706;Mirador;210670610;Ibipira;;;;
21;MA;Maranhao;Itapecuru Mirim;2106755;Miranda do Norte;210675505;Miranda do Norte;;;;
21;MA;Maranhao;Litoral Ocidental Maranhense;2106805;Mirinzal;210680505;Mirinzal;;;;
21;MA;Maranhao;Baixada Maranhense;2106904;Moncao;210690405;Moncao;;;;
21;MA;Maranhao;Imperatriz;2107001;Montes Altos;210700105;Montes Altos;;;;
21;MA;Maranhao;Rosario;2107100;Morros;210710005;Morros;;;;
21;MA;Maranhao;Itapecuru Mirim;2107209;Nina Rodrigues;210720905;Nina Rodrigues;;;;
21;MA;Maranhao;Chapadas das Mangabeiras;2107258;Nova Colinas;210725805;Nova Colinas;;;;
21;MA;Maranhao;Chapadas do Alto Itapecuru;2107308;Nova Iorque;210730805;Nova Iorque;;;;
21;MA;Maranhao;Pindare;2107357;Nova Olinda do Maranhao;210735705;Nova Olinda do Maranhao;;;;
21;MA;Maranhao;Medio Mearim;2107407;Olho d Agua das Cunhas;210740705;Olho d Agua das Cunhas;;;;
21;MA;Maranhao;Baixada Maranhense;2107456;Olinda Nova do Maranhao;210745605;Olinda Nova do Maranhao;;;;
21;MA;Maranhao;Aglomeracao Urbana de Sao Luis;2107506;Paco do Lumiar;210750605;Paco do Lumiar;;;;
21;MA;Maranhao;Baixada Maranhense;2107605;Palmeirandia;210760505;Palmeirandia;;;;
21;MA;Maranhao;Chapadas do Alto Itapecuru;2107704;Paraibano;210770405;Paraibano;;;;
21;MA;Maranhao;Caxias;2107803;Parnarama;210780305;Parnarama;;;;
21;MA;Maranhao;Caxias;2107803;Parnarama;210780310;Brejo de Sao Felix;;;;
21;MA;Maranhao;Chapadas do Alto Itapecuru;2107902;Passagem Franca;210790205;Passagem Franca;;;;
21;MA;Maranhao;Chapadas do Alto Itapecuru;2108009;Pastos Bons;210800905;Pastos Bons;;;;
21;MA;Maranhao;Chapadas do Alto Itapecuru;2108009;Pastos Bons;210800910;Rocado;;;;
21;MA;Maranhao;Lencois Maranhenses;2108058;Paulino Neves;210805805;Paulino Neves;;;;
21;MA;Maranhao;Pindare;2108108;Paulo Ramos;210810805;Paulo Ramos;;;;
21;MA;Maranhao;Medio Mearim;2108207;Pedreiras;210820705;Pedreiras;;;;
21;MA;Maranhao;Medio Mearim;2108207;Pedreiras;210820710;Marianopolis;;;;
21;MA;Maranhao;Baixada Maranhense;2108256;Pedro do Rosario;210825605;Pedro do Rosario;;;;
21;MA;Maranhao;Baixada Maranhense;2108306;Penalva;210830605;Penalva;;;;
21;MA;Maranhao;Baixada Maranhense;2108405;Peri Mirim;210840505;Peri Mirim;;;;
21;MA;Maranhao;Codo;2108454;Peritoro;210845405;Peritoro;;;;
21;MA;Maranhao;Pindare;2108504;Pindare Mirim;210850405;Pindare Mirim;;;;
21;MA;Maranhao;Pindare;2108504;Pindare Mirim;210850410;Pimentel;;;;
21;MA;Maranhao;Baixada Maranhense;2108603;Pinheiro;210860305;Pinheiro;;;;
21;MA;Maranhao;Baixada Maranhense;2108603;Pinheiro;210860310;Roque;;;;
21;MA;Maranhao;Medio Mearim;2108702;Pio XII;210870205;Pio XII;;;;
21;MA;Maranhao;Itapecuru Mirim;2108801;Pirapemas;210880105;Pirapemas;;;;
21;MA;Maranhao;Medio Mearim;2108900;Pocao de Pedras;210890005;Pocao de Pedras;;;;
21;MA;Maranhao;Porto Franco;2109007;Porto Franco;210900705;Porto Franco;;;;
21;MA;Maranhao;Litoral Ocidental Maranhense;2109056;Porto Rico do Maranhao;210905605;Porto Rico do Maranhao;;;;
21;MA;Maranhao;Presidente Dutra;2109106;Presidente Dutra;210910605;Presidente Dutra;;;;
21;MA;Maranhao;Rosario;2109205;Presidente Juscelino;210920505;Presidente Juscelino;;;;
21;MA;Maranhao;Pindare;2109239;Presidente Medici;210923905;Presidente Medici;;;;
21;MA;Maranhao;Baixada Maranhense;2109270;Presidente Sarney;210927005;Presidente Sarney;;;;
21;MA;Maranhao;Itapecuru Mirim;2109304;Presidente Vargas;210930405;Presidente Vargas;;;;
21;MA;Maranhao;Lencois Maranhenses;2109403;Primeira Cruz;210940305;Primeira Cruz;;;;
21;MA;Maranhao;Aglomeracao Urbana de Sao Luis;2109452;Raposa;210945205;Raposa;;;;
21;MA;Maranhao;Gerais de Balsas;2109502;Riachao;210950205;Riachao;;;;
21;MA;Maranhao;Imperatriz;2109551;Ribamar Fiquene;210955105;Ribamar Fiquene;;;;
21;MA;Maranhao;Rosario;2109601;Rosario;210960105;Rosario;;;;
21;MA;Maranhao;Chapadas das Mangabeiras;2109700;Sambaiba;210970005;Sambaiba;;;;
21;MA;Maranhao;Alto Mearim e Grajau;2109759;Santa Filomena do Maranhao;210975905;Santa Filomena do Maranhao;;;;
21;MA;Maranhao;Baixada Maranhense;2109809;Santa Helena;210980905;Santa Helena;;;;
21;MA;Maranhao;Baixada Maranhense;2109809;Santa Helena;210980910;Curva Grande;;;;
21;MA;Maranhao;Pindare;2109908;Santa Ines;210990805;Santa Ines;;;;
21;MA;Maranhao;Pindare;2110005;Santa Luzia;211000505;Santa Luzia;;;;
21;MA;Maranhao;Pindare;2110039;Santa Luzia do Parua;211003905;Santa Luzia do Parua;;;;
21;MA;Maranhao;Baixo Parnaiba Maranhense;2110104;Santa Quiteria do Maranhao;211010405;Santa Quiteria do Maranhao;;;;
21;MA;Maranhao;Rosario;2110203;Santa Rita;211020305;Santa Rita;;;;
21;MA;Maranhao;Baixo Parnaiba Maranhense;2110237;Santana do Maranhao;211023705;Santana do Maranhao;;;;
21;MA;Maranhao;Lencois Maranhenses;2110278;Santo Amaro do Maranhao;211027805;Santo Amaro do Maranhao;;;;
21;MA;Maranhao;Medio Mearim;2110302;Santo Antonio dos Lopes;211030205;Santo Antonio dos Lopes;;;;
21;MA;Maranhao;Chapadinha;2110401;Sao Benedito do Rio Preto;211040105;Sao Benedito do Rio Preto;;;;
21;MA;Maranhao;Baixada Maranhense;2110500;Sao Bento;211050005;Sao Bento;;;;
21;MA;Maranhao;Baixo Parnaiba Maranhense;2110609;Sao Bernardo;211060905;Sao Bernardo;;;;
21;MA;Maranhao;Chapadas das Mangabeiras;2110658;Sao Domingos do Azeitao;211065805;Sao Domingos do Azeitao;;;;
21;MA;Maranhao;Presidente Dutra;2110708;Sao Domingos do Maranhao;211070805;Sao Domingos do Maranhao;;;;
21;MA;Maranhao;Chapadas das Mangabeiras;2110807;Sao Felix de Balsas;211080705;Sao Felix de Balsas;;;;
21;MA;Maranhao;Imperatriz;2110856;Sao Francisco do Brejao;211085605;Sao Francisco do Brejao;;;;
21;MA;Maranhao;Chapadas do Alto Itapecuru;2110906;Sao Francisco do Maranhao;211090605;Sao Francisco do Maranhao;;;;
21;MA;Maranhao;Chapadas do Alto Itapecuru;2110906;Sao Francisco do Maranhao;211090610;Caraiba do Norte;;;;
21;MA;Maranhao;Chapadas do Alto Itapecuru;2110906;Sao Francisco do Maranhao;211090615;Ribeirao Azul;;;;
21;MA;Maranhao;Baixada Maranhense;2111003;Sao Joao Batista;211100305;Sao Joao Batista;;;;
21;MA;Maranhao;Pindare;2111029;Sao Joao do Caru;211102905;Sao Joao do Caru;;;;
21;MA;Maranhao;Porto Franco;2111052;Sao Joao do Paraiso;211105205;Sao Joao do Paraiso;;;;
21;MA;Maranhao;Caxias;2111078;Sao Joao do Soter;211107805;Sao Joao do Soter;;;;
21;MA;Maranhao;Chapadas do Alto Itapecuru;2111102;Sao Joao dos Patos;211110205;Sao Joao dos Patos;;;;
21;MA;Maranhao;Aglomeracao Urbana de Sao Luis;2111201;Sao Jose de Ribamar;211120105;Sao Jose de Ribamar;;;;
21;MA;Maranhao;Aglomeracao Urbana de Sao Luis;2111201;Sao Jose de Ribamar;211120110;Mata;;;;
21;MA;Maranhao;Presidente Dutra;2111250;Sao Jose dos Basilios;211125005;Sao Jose dos Basilios;;;;
21;MA;Maranhao;Aglomeracao Urbana de Sao Luis;2111300;Sao Luis;211130005;Sao Luis;;;;
21;MA;Maranhao;Medio Mearim;2111409;Sao Luis Gonzaga do Maranhao;211140905;Sao Luis Gonzaga do Maranhao;;;;
21;MA;Maranhao;Medio Mearim;2111508;Sao Mateus do Maranhao;211150805;Sao Mateus do Maranhao;;;;
21;MA;Maranhao;Imperatriz;2111532;Sao Pedro da Agua Branca;211153205;Sao Pedro da Agua Branca;;;;
21;MA;Maranhao;Porto Franco;2111573;Sao Pedro dos Crentes;211157305;Sao Pedro dos Crentes;;;;
21;MA;Maranhao;Chapadas das Mangabeiras;2111607;Sao Raimundo das Mangabeiras;211160705;Sao Raimundo das Mangabeiras;;;;
21;MA;Maranhao;Medio Mearim;2111631;Sao Raimundo do Doca Bezerra;211163105;Sao Raimundo do Doca Bezerra;;;;
21;MA;Maranhao;Medio Mearim;2111672;Sao Roberto;211167205;Sao Roberto;;;;
21;MA;Maranhao;Baixada Maranhense;2111706;Sao Vicente Ferrer;211170605;Sao Vicente Ferrer;;;;
21;MA;Maranhao;Medio Mearim;2111722;Satubinha;211172205;Satubinha;;;;
21;MA;Maranhao;Presidente Dutra;2111748;Senador Alexandre Costa;211174805;Senador Alexandre Costa;;;;
21;MA;Maranhao;Imperatriz;2111763;Senador La Rocque;211176305;Senador La Rocque;;;;
21;MA;Maranhao;Litoral Ocidental Maranhense;2111789;Serrano do Maranhao;211178905;Serrano do Maranhao;;;;
21;MA;Maranhao;Alto Mearim e Grajau;2111805;Sitio Novo;211180505;Sitio Novo;;;;
21;MA;Maranhao;Chapadas do Alto Itapecuru;2111904;Sucupira do Norte;211190405;Sucupira do Norte;;;;
21;MA;Maranhao;Chapadas do Alto Itapecuru;2111953;Sucupira do Riachao;211195305;Sucupira do Riachao;;;;
21;MA;Maranhao;Gerais de Balsas;2112001;Tasso Fragoso;211200105;Tasso Fragoso;;;;
21;MA;Maranhao;Codo;2112100;Timbiras;211210005;Timbiras;;;;
21;MA;Maranhao;Caxias;2112209;Timon;211220905;Timon;;;;
21;MA;Maranhao;Caxias;2112209;Timon;211220910;Buriti Cortado;;;;
21;MA;Maranhao;Medio Mearim;2112233;Trizidela do Vale;211223305;Trizidela do Vale;;;;
21;MA;Maranhao;Pindare;2112274;Tufilandia;211227405;Tufilandia;;;;
21;MA;Maranhao;Alto Mearim e Grajau;2112308;Tuntum;211230805;Tuntum;;;;
21;MA;Maranhao;Alto Mearim e Grajau;2112308;Tuntum;211230810;Sao Joaquim dos Melos;;;;
21;MA;Maranhao;Gurupi;2112407;Turiacu;211240705;Turiacu;;;;
21;MA;Maranhao;Gurupi;2112456;Turilandia;211245605;Turilandia;;;;
21;MA;Maranhao;Lencois Maranhenses;2112506;Tutoia;211250605;Tutoia;;;;
21;MA;Maranhao;Lencois Maranhenses;2112506;Tutoia;211250610;Barro Duro;;;;
21;MA;Maranhao;Chapadinha;2112605;Urbano Santos;211260505;Urbano Santos;;;;
21;MA;Maranhao;Itapecuru Mirim;2112704;Vargem Grande;211270405;Vargem Grande;;;;
21;MA;Maranhao;Baixada Maranhense;2112803;Viana;211280305;Viana;;;;
21;MA;Maranhao;Imperatriz;2112852;Vila Nova dos Martirios;211285205;Vila Nova dos Martirios;;;;
21;MA;Maranhao;Baixada Maranhense;2112902;Vitoria do Mearim;211290205;Vitoria do Mearim;;;;
21;MA;Maranhao;Pindare;2113009;Vitorino Freire;211300905;Vitorino Freire;;;;
21;MA;Maranhao;Pindare;2114007;Ze Doca;211400705;Ze Doca;;;;
22;PI;Piaui;Alto Medio Caninde;2200053;Acaua;220005305;Acaua;;;;
22;PI;Piaui;Medio Parnaiba Piauiense;2200103;Agricolandia;220010305;Agricolandia;;;;
22;PI;Piaui;Medio Parnaiba Piauiense;2200202;Agua Branca;220020205;Agua Branca;;;;
22;PI;Piaui;Pio IX;2200251;Alagoinha do Piaui;220025105;Alagoinha do Piaui;;;;
22;PI;Piaui;Pio IX;2200277;Alegrete do Piaui;220027705;Alegrete do Piaui;;;;
22;PI;Piaui;Campo Maior;2200301;Alto Longa;220030105;Alto Longa;;;;
22;PI;Piaui;Teresina;2200400;Altos;220040005;Altos;;;;
22;PI;Piaui;Alto Medio Gurgueia;2200459;Alvorada do Gurgueia;220045905;Alvorada do Gurgueia;;;;
22;PI;Piaui;Medio Parnaiba Piauiense;2200509;Amarante;220050905;Amarante;;;;
22;PI;Piaui;Medio Parnaiba Piauiense;2200608;Angical do Piaui;220060805;Angical do Piaui;;;;
22;PI;Piaui;Sao Raimundo Nonato;2200707;Anisio de Abreu;220070705;Anisio de Abreu;;;;
22;PI;Piaui;Bertolinia;2200806;Antonio Almeida;220080605;Antonio Almeida;;;;
22;PI;Piaui;Valenca do Piaui;2200905;Aroazes;220090505;Aroazes;;;;
22;PI;Piaui;Picos;2200954;Aroeiras do Itaim;220095405;Aroeiras do Itaim;;;;
22;PI;Piaui;Medio Parnaiba Piauiense;2201002;Arraial;220100205;Arraial;;;;
22;PI;Piaui;Campo Maior;2201051;Assuncao do Piaui;220105105;Assuncao do Piaui;;;;
22;PI;Piaui;Chapadas do Extremo Sul Piauiense;2201101;Avelino Lopes;220110105;Avelino Lopes;;;;
22;PI;Piaui;Alto Parnaiba Piauiense;2201150;Baixa Grande do Ribeiro;220115005;Baixa Grande do Ribeiro;;;;
22;PI;Piaui;Valenca do Piaui;2201176;Barra D Alcantara;220117605;Barra D Alcantara;;;;
22;PI;Piaui;Baixo Parnaiba Piauiense;2201200;Barras;220120005;Barras;;;;
22;PI;Piaui;Alto Medio Gurgueia;2201309;Barreiras do Piaui;220130905;Barreiras do Piaui;;;;
22;PI;Piaui;Medio Parnaiba Piauiense;2201408;Barro Duro;220140805;Barro Duro;;;;
22;PI;Piaui;Baixo Parnaiba Piauiense;2201507;Batalha;220150705;Batalha;;;;
22;PI;Piaui;Alto Medio Caninde;2201556;Bela Vista do Piaui;220155605;Bela Vista do Piaui;;;;
22;PI;Piaui;Alto Medio Caninde;2201572;Belem do Piaui;220157205;Belem do Piaui;;;;
22;PI;Piaui;Teresina;2201606;Beneditinos;220160605;Beneditinos;;;;
22;PI;Piaui;Bertolinia;2201705;Bertolinia;220170505;Bertolinia;;;;
22;PI;Piaui;Alto Medio Caninde;2201739;Betania do Piaui;220173905;Betania do Piaui;;;;
22;PI;Piaui;Baixo Parnaiba Piauiense;2201770;Boa Hora;220177005;Boa Hora;;;;
22;PI;Piaui;Picos;2201804;Bocaina;220180405;Bocaina;;;;
22;PI;Piaui;Alto Medio Gurgueia;2201903;Bom Jesus;220190305;Bom Jesus;;;;
22;PI;Piaui;Litoral Piauiense;2201919;Bom Principio do Piaui;220191905;Bom Principio do Piaui;;;;
22;PI;Piaui;Sao Raimundo Nonato;2201929;Bonfim do Piaui;220192905;Bonfim do Piaui;;;;
22;PI;Piaui;Campo Maior;2201945;Boqueirao do Piaui;220194505;Boqueirao do Piaui;;;;
22;PI;Piaui;Baixo Parnaiba Piauiense;2201960;Brasileira;220196005;Brasileira;;;;
22;PI;Piaui;Sao Raimundo Nonato;2201988;Brejo do Piaui;220198805;Brejo do Piaui;;;;
22;PI;Piaui;Litoral Piauiense;2202000;Buriti dos Lopes;220200005;Buriti dos Lopes;;;;
22;PI;Piaui;Campo Maior;2202026;Buriti dos Montes;220202605;Buriti dos Montes;;;;
22;PI;Piaui;Baixo Parnaiba Piauiense;2202059;Cabeceiras do Piaui;220205905;Cabeceiras do Piaui;;;;
22;PI;Piaui;Picos;2202075;Cajazeiras do Piaui;220207505;Cajazeiras do Piaui;;;;
22;PI;Piaui;Litoral Piauiense;2202083;Cajueiro da Praia;220208305;Cajueiro da Praia;;;;
22;PI;Piaui;Alto Medio Caninde;2202091;Caldeirao Grande do Piaui;220209105;Caldeirao Grande do Piaui;;;;
22;PI;Piaui;Alto Medio Caninde;2202109;Campinas do Piaui;220210905;Campinas do Piaui;;;;
22;PI;Piaui;Alto Medio Caninde;2202117;Campo Alegre do Fidalgo;220211705;Campo Alegre do Fidalgo;;;;
22;PI;Piaui;Alto Medio Caninde;2202133;Campo Grande do Piaui;220213305;Campo Grande do Piaui;;;;
22;PI;Piaui;Baixo Parnaiba Piauiense;2202174;Campo Largo do Piaui;220217405;Campo Largo do Piaui;;;;
22;PI;Piaui;Campo Maior;2202208;Campo Maior;220220805;Campo Maior;;;;
22;PI;Piaui;Floriano;2202251;Canavieira;220225105;Canavieira;;;;
22;PI;Piaui;Sao Raimundo Nonato;2202307;Canto do Buriti;220230705;Canto do Buriti;;;;
22;PI;Piaui;Campo Maior;2202406;Capitao de Campos;220240605;Capitao de Campos;;;;
22;PI;Piaui;Alto Medio Caninde;2202455;Capitao Gervasio Oliveira;220245505;Capitao Gervasio Oliveira;;;;
22;PI;Piaui;Sao Raimundo Nonato;2202505;Caracol;220250505;Caracol;;;;
22;PI;Piaui;Litoral Piauiense;2202539;Caraubas do Piaui;220253905;Caraubas do Piaui;;;;
22;PI;Piaui;Alto Medio Caninde;2202554;Caridade do Piaui;220255405;Caridade do Piaui;;;;
22;PI;Piaui;Campo Maior;2202604;Castelo do Piaui;220260405;Castelo do Piaui;;;;
22;PI;Piaui;Litoral Piauiense;2202653;Caxingo;220265305;Caxingo;;;;
22;PI;Piaui;Litoral Piauiense;2202703;Cocal;220270305;Cocal;;;;
22;PI;Piaui;Campo Maior;2202711;Cocal de Telha;220271105;Cocal de Telha;;;;
22;PI;Piaui;Litoral Piauiense;2202729;Cocal dos Alves;220272905;Cocal dos Alves;;;;
22;PI;Piaui;Teresina;2202737;Coivaras;220273705;Coivaras;;;;
22;PI;Piaui;Bertolinia;2202752;Colonia do Gurgueia;220275205;Colonia do Gurgueia;;;;
22;PI;Piaui;Picos;2202778;Colonia do Piaui;220277805;Colonia do Piaui;;;;
22;PI;Piaui;Alto Medio Caninde;2202802;Conceicao do Caninde;220280205;Conceicao do Caninde;;;;
22;PI;Piaui;Sao Raimundo Nonato;2202851;Coronel Jose Dias;220285105;Coronel Jose Dias;;;;
22;PI;Piaui;Chapadas do Extremo Sul Piauiense;2202901;Corrente;220290105;Corrente;;;;
22;PI;Piaui;Chapadas do Extremo Sul Piauiense;2203008;Cristalandia do Piaui;220300805;Cristalandia do Piaui;;;;
22;PI;Piaui;Alto Medio Gurgueia;2203107;Cristino Castro;220310705;Cristino Castro;;;;
22;PI;Piaui;Chapadas do Extremo Sul Piauiense;2203206;Curimata;220320605;Curimata;;;;
22;PI;Piaui;Alto Medio Gurgueia;2203230;Currais;220323005;Currais;;;;
22;PI;Piaui;Alto Medio Caninde;2203271;Curral Novo do Piaui;220327105;Curral Novo do Piaui;;;;
22;PI;Piaui;Teresina;2203255;Curralinhos;220325505;Curralinhos;;;;
22;PI;Piaui;Teresina;2203305;Demerval Lobao;220330505;Demerval Lobao;;;;
22;PI;Piaui;Sao Raimundo Nonato;2203354;Dirceu Arcoverde;220335405;Dirceu Arcoverde;;;;
22;PI;Piaui;Picos;2203404;Dom Expedito Lopes;220340405;Dom Expedito Lopes;;;;
22;PI;Piaui;Sao Raimundo Nonato;2203453;Dom Inocencio;220345305;Dom Inocencio;;;;
22;PI;Piaui;Campo Maior;2203420;Domingos Mourao;220342005;Domingos Mourao;;;;
22;PI;Piaui;Valenca do Piaui;2203503;Elesbao Veloso;220350305;Elesbao Veloso;;;;
22;PI;Piaui;Bertolinia;2203602;Eliseu Martins;220360205;Eliseu Martins;;;;
22;PI;Piaui;Baixo Parnaiba Piauiense;2203701;Esperantina;220370105;Esperantina;;;;
22;PI;Piaui;Sao Raimundo Nonato;2203750;Fartura do Piaui;220375005;Fartura do Piaui;;;;
22;PI;Piaui;Floriano;2203800;Flores do Piaui;220380005;Flores do Piaui;;;;
22;PI;Piaui;Alto Medio Caninde;2203859;Floresta do Piaui;220385905;Floresta do Piaui;;;;
22;PI;Piaui;Floriano;2203909;Floriano;220390905;Floriano;;;;
22;PI;Piaui;Valenca do Piaui;2204006;Francinopolis;220400605;Francinopolis;;;;
22;PI;Piaui;Medio Parnaiba Piauiense;2204105;Francisco Ayres;220410505;Francisco Ayres;;;;
22;PI;Piaui;Alto Medio Caninde;2204154;Francisco Macedo;220415405;Francisco Macedo;;;;
22;PI;Piaui;Pio IX;2204204;Francisco Santos;220420405;Francisco Santos;;;;
22;PI;Piaui;Alto Medio Caninde;2204303;Fronteiras;220430305;Fronteiras;;;;
22;PI;Piaui;Picos;2204352;Geminiano;220435205;Geminiano;;;;
22;PI;Piaui;Alto Medio Gurgueia;2204402;Gilbues;220440205;Gilbues;;;;
22;PI;Piaui;Floriano;2204501;Guadalupe;220450105;Guadalupe;;;;
22;PI;Piaui;Sao Raimundo Nonato;2204550;Guaribas;220455005;Guaribas;;;;
22;PI;Piaui;Medio Parnaiba Piauiense;2204600;Hugo Napoleao;220460005;Hugo Napoleao;;;;
22;PI;Piaui;Litoral Piauiense;2204659;Ilha Grande;220465905;Ilha Grande;;;;
22;PI;Piaui;Valenca do Piaui;2204709;Inhuma;220470905;Inhuma;;;;
22;PI;Piaui;Picos;2204808;Ipiranga do Piaui;220480805;Ipiranga do Piaui;;;;
22;PI;Piaui;Alto Medio Caninde;2204907;Isaias Coelho;220490705;Isaias Coelho;;;;
22;PI;Piaui;Alto Medio Caninde;2205003;Itainopolis;220500305;Itainopolis;;;;
22;PI;Piaui;Floriano;2205102;Itaueira;220510205;Itaueira;;;;
22;PI;Piaui;Alto Medio Caninde;2205151;Jacobina do Piaui;220515105;Jacobina do Piaui;;;;
22;PI;Piaui;Alto Medio Caninde;2205201;Jaicos;220520105;Jaicos;;;;
22;PI;Piaui;Medio Parnaiba Piauiense;2205250;Jardim do Mulato;220525005;Jardim do Mulato;;;;
22;PI;Piaui;Campo Maior;2205276;Jatoba do Piaui;220527605;Jatoba do Piaui;;;;
22;PI;Piaui;Floriano;2205300;Jerumenha;220530005;Jerumenha;;;;
22;PI;Piaui;Alto Medio Caninde;2205359;Joao Costa;220535905;Joao Costa;;;;
22;PI;Piaui;Baixo Parnaiba Piauiense;2205409;Joaquim Pires;220540905;Joaquim Pires;;;;
22;PI;Piaui;Baixo Parnaiba Piauiense;2205458;Joca Marques;220545805;Joca Marques;;;;
22;PI;Piaui;Teresina;2205508;Jose de Freitas;220550805;Jose de Freitas;;;;
22;PI;Piaui;Campo Maior;2205516;Juazeiro do Piaui;220551605;Juazeiro do Piaui;;;;
22;PI;Piaui;Chapadas do Extremo Sul Piauiense;2205524;Julio Borges;220552405;Julio Borges;;;;
22;PI;Piaui;Sao Raimundo Nonato;2205532;Jurema;220553205;Jurema;;;;
22;PI;Piaui;Teresina;2205557;Lagoa Alegre;220555705;Lagoa Alegre;;;;
22;PI;Piaui;Campo Maior;2205573;Lagoa de Sao Francisco;220557305;Lagoa de Sao Francisco;;;;
22;PI;Piaui;Alto Medio Caninde;2205565;Lagoa do Barro do Piaui;220556505;Lagoa do Barro do Piaui;;;;
22;PI;Piaui;Teresina;2205581;Lagoa do Piaui;220558105;Lagoa do Piaui;;;;
22;PI;Piaui;Valenca do Piaui;2205599;Lagoa do Sitio;220559905;Lagoa do Sitio;;;;
22;PI;Piaui;Medio Parnaiba Piauiense;2205540;Lagoinha do Piaui;220554005;Lagoinha do Piaui;;;;
22;PI;Piaui;Bertolinia;2205607;Landri Sales;220560705;Landri Sales;;;;
22;PI;Piaui;Litoral Piauiense;2205706;Luis Correia;220570605;Luis Correia;;;;
22;PI;Piaui;Baixo Parnaiba Piauiense;2205805;Luzilandia;220580505;Luzilandia;;;;
22;PI;Piaui;Baixo Parnaiba Piauiense;2205854;Madeiro;220585405;Madeiro;;;;
22;PI;Piaui;Bertolinia;2205904;Manoel Emidio;220590405;Manoel Emidio;;;;
22;PI;Piaui;Alto Medio Caninde;2205953;Marcolandia;220595305;Marcolandia;;;;
22;PI;Piaui;Bertolinia;2206001;Marcos Parente;220600105;Marcos Parente;;;;
22;PI;Piaui;Alto Medio Caninde;2206050;Massape do Piaui;220605005;Massape do Piaui;;;;
22;PI;Piaui;Baixo Parnaiba Piauiense;2206100;Matias Olimpio;220610005;Matias Olimpio;;;;
22;PI;Piaui;Baixo Parnaiba Piauiense;2206209;Miguel Alves;220620905;Miguel Alves;;;;
22;PI;Piaui;Teresina;2206308;Miguel Leao;220630805;Miguel Leao;;;;
22;PI;Piaui;Campo Maior;2206357;Milton Brandao;220635705;Milton Brandao;;;;
22;PI;Piaui;Teresina;2206407;Monsenhor Gil;220640705;Monsenhor Gil;;;;
22;PI;Piaui;Pio IX;2206506;Monsenhor Hipolito;220650605;Monsenhor Hipolito;;;;
22;PI;Piaui;Alto Medio Gurgueia;2206605;Monte Alegre do Piaui;220660505;Monte Alegre do Piaui;;;;
22;PI;Piaui;Chapadas do Extremo Sul Piauiense;2206654;Morro Cabeca no Tempo;220665405;Morro Cabeca no Tempo;;;;
22;PI;Piaui;Baixo Parnaiba Piauiense;2206670;Morro do Chapeu do Piaui;220667005;Morro do Chapeu do Piaui;;;;
22;PI;Piaui;Litoral Piauiense;2206696;Murici dos Portelas;220669605;Murici dos Portelas;;;;
22;PI;Piaui;Floriano;2206704;Nazare do Piaui;220670405;Nazare do Piaui;;;;
22;PI;Piaui;Teresina;2206720;Nazaria;220672005;Nazaria;;;;
22;PI;Piaui;Campo Maior;2206753;Nossa Senhora de Nazare;220675305;Nossa Senhora de Nazare;;;;
22;PI;Piaui;Baixo Parnaiba Piauiense;2206803;Nossa Senhora dos Remedios;220680305;Nossa Senhora dos Remedios;;;;
